address,name,online_order,book_table,rate,rating_clean,votes,location,location_clean,rest_type,primary_rest_type,dish_liked,cuisines,primary_cuisine,approx_cost(for two people),cost_for_two,listed_in(type),listed_in(city),city_clean
"25/1 A, Millers Road, Vasanth Nagar, Bangalore",Calcutta Chats,No,No,3.6/5,3.6,13,Vasanth Nagar,,Quick Bites,,,North Indian,,200,,Dine-out,Church Street,Church Street
"24th Main, 70/2, Narasaraju Compound, 1st Cross, Puttenahalli Main Road, 7th Phase, JP Nagar, Bangalore",The Biryani House,Yes,No,,3.7,0,JP Nagar,,Quick Bites,,,Andhra,,400,,Delivery,Bannerghatta Road,Bannerghatta Road
"389/2, 7th Cross, Jayammamuni Reddy Building, Tulsi Theatre Road, Marathahalli, Bangalore",Biryani Day,Yes,No,3.7/5,3.7,751,Marathahalli,,Casual Dining,,"Tandoori Chicken, Chicken Boneless Biryani, Paneer Biryani","North Indian, Chinese, Biryani, Andhra",,500,,Delivery,Brookefield,Brookefield
"616/2, 31st Cross, 10th A Main Road, 4th Block, Jayanagar, Bangalore",Sandwich Hub,Yes,No,3.4/5,3.4,12,Jayanagar,,Quick Bites,,,"Fast Food, Sandwich",,300,,Delivery,Basavanagudi,Basavanagudi
"8, 19th Cross, 7th Main, BTM Layout, 2nd Stage, BTM, Bangalore",New Kabab Plaza,Yes,No,3.7/5,3.7,135,BTM,,Casual Dining,,"Shawarma Roll, Chicken Grill, Tandoori Chicken, Chicken Wings, Ghee Rice, Pulpy Grape Juice","North Indian, Chinese",,500,,Delivery,Bannerghatta Road,Bannerghatta Road
"318, Old market Road V.V.Puram, Basavanagudi, Bangalore",Bangarpet Chat Express,Yes,No,3.3/5,3.3,6,Basavanagudi,,Quick Bites,,,"Street Food, Fast Food",,100,,Delivery,Basavanagudi,Basavanagudi
"1, 1st Floor, Akhitaan, Kundanahalli Cross Road, Brookefield, Bangalore",Mast Kalandar,No,No,2.4/5,2.4,229,Brookefield,,Casual Dining,,"Chaat, Buttermilk, Paneer Bhurji, Gaon Ki Thali, Paratha, Gulab Jamun, Chole",North Indian,,450,,Delivery,Brookefield,Brookefield
"2, Thubarahalli Bus Stop, Whitefield, Bangalore",Biryani & Kabab,No,No,3.2/5,3.2,4,Whitefield,,Quick Bites,,,Biryani,,150,,Dine-out,Brookefield,Brookefield
"90, K H Road, Double Road, Office, Opposite KSRTC, Shanti Nagar, Bangalore",Strikers Sports Bar and Music,No,Yes,3.8/5,3.8,73,Shanti Nagar,,Bar,,Beer,"Continental, North Indian, Chinese",,"1,200",,Dine-out,Brigade Road,Brigade Road
"52, 1st Floor, 33rd Cross, 4th Block, Jayanagar, Bangalore",Meghana Foods,Yes,No,4.4/5,4.4,4401,Jayanagar,,Casual Dining,,"Chicken Boneless Biryani, Hyderabadi Biryani, Paneer Biryani, Tandoori Chicken, Vegetable Biryani, Chicken Kebab, Raita","Biryani, North Indian, Chinese",,600,,Delivery,Banashankari,Banashankari
"Le Parc Richmonde Building, Shantala nagar, Richmond Road, Bangalore",CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© Mor'ish,Yes,No,4.1/5,4.1,115,Richmond Road,,Cafe,,"Coffee, Pizza, Pasta, Burgers, Eggs Benedict, Brownie Fudge, Salad","BBQ, Continental, Burger, Wraps, Pizza, Cafe",,700,,Desserts,Church Street,Church Street
"Skywalk, 4th Floor, Near Body Craft, Assaye Road, Ulsoor, Bangalore",CAMP TANDOOR,Yes,No,3.7/5,3.7,15,Ulsoor,,Quick Bites,,,North Indian,,300,,Dine-out,Church Street,Church Street
"7/1, Victoria Road, Richmond Town Area, Richmond Town, Bangalore",Hyderabad Biryaani House,No,No,4.3/5,4.3,1352,Richmond Road,,Casual Dining,,"Hyderabadi Biryani, Haleem, Chicken Biryani, Andhra Biryani, Mutton Biryani, Ghee Rice, Butter Chicken","Biryani, North Indian, Chinese",,550,,Dine-out,Church Street,Church Street
"2469, 21st Cross, Near BDA Complex, 2nd Stage, Banashankari, Bangalore",Pizza Hut,Yes,No,3.8/5,3.8,693,Banashankari,,Casual Dining,,"Supreme Pizza, Potato Wedges, Masala Lemonade, Tandoori Paneer, Exotic Garlic Bread","Pizza, Fast Food",,750,,Delivery,Basavanagudi,Basavanagudi
"Survey # 81/4A, Cave Temple Road, Opposite Meenakshi Mall, Bannerghatta Road, Bangalore",Just Shawarma,Yes,No,3.6/5,3.6,137,Bannerghatta Road,,Quick Bites,,"Fries, Whole Meat Shawarma",Arabian,,300,,Delivery,Bannerghatta Road,Bannerghatta Road
"559/1, Opposite Canara Bank ATM, Pipelane Road, Sri Nagar, Banashankari, Bengaluru",Sri Sai Tiffannies,No,No,,3.7,0,Banashankari,,Quick Bites,,,"South Indian, Chinese",,150,,Delivery,Banashankari,Banashankari
"188, ITPL Main Road, Brookefields, Bangalore, Brookefield, Bangalore",Andhra Spices,No,No,3.2/5,3.2,4,Brookefield,,Quick Bites,,,"Andhra, Chinese, South Indian",,400,,Delivery,Brookefield,Brookefield
"Brigade Gateway, 26/1 DR. Rajkumar Road, Malleshwaram, Bangalore",House Of Candy,Yes,No,,3.7,0,Malleshwaram,,Confectionery,,,Desserts,,200,,Delivery,Church Street,Church Street
"8, Ground Floor, KRTI Building, SGR Dental College Road, Munnekolala, Marathahalli, Bangalore",9D Foods,Yes,No,4.0/5,4,458,Marathahalli,,Quick Bites,,"Kheer, Paneer Chatpata, Mango Lassi, Thali, Paratha, Gulab Jamun, Buttermilk","North Indian, Street Food",,400,,Delivery,Brookefield,Brookefield
"615, Janardhan Mansion, 32nd D Cross Road, 10th C Main Road, 4th Block, Jayanagar, Bangalore",AM WOW,Yes,No,3.4/5,3.4,6,Jayanagar,,Beverage Shop,,,Beverages,,100,,Delivery,Basavanagudi,Basavanagudi
"Ground Floor, 21, Krishnama Raju Layout, Near Oracle Dorasani Palya, JP Nagar, Bangalore",More Pizza,Yes,No,3.8/5,3.8,46,JP Nagar,,Quick Bites,,"Pizza, Garlic Bread, Chicken Lasagne",Pizza,,450,,Delivery,Bannerghatta Road,Bannerghatta Road
"ITC Gardenia, 1, Residency Road, Bangalore",Kebabs & Kurries - ITC Gardenia,No,Yes,4.3/5,4.3,355,Richmond Road,,Fine Dining,,"Dal Bukhara, Biryani, Fish, Gulab Jamun, Kulfi, Warqi Parantha, Sikandari Raan","North Indian, Mughlai",,"3,500",,Dine-out,Brigade Road,Brigade Road
"Opposite Mahavir Jain College, 41st Cross, 9th Block, Jayanagar, Bangalore",Bhavani Chats N Juice,Yes,No,3.9/5,3.9,92,Jayanagar,,Quick Bites,,"Chaat, Aloo Tikki, Dabeli, Panipuri, Pav Bhaji, Vada Pav, Masala Poori","Beverages, Street Food",,200,,Delivery,BTM,Btm
"2/1, Bannerghatta Main Road, Bannerghatta Road, Bangalore",Madeena Hotel,Yes,No,3.9/5,3.9,51,Bannerghatta Road,,Quick Bites,,,"North Indian, Mughlai, Biryani",,400,,Dine-out,BTM,Btm
"The Trinitywood Hotel, Swami Vivekananda Road, Next to Lido Mall, Ulsoor, Bangalore",Engine,No,No,3.3/5,3.3,16,Ulsoor,,"Casual Dining, Bar",,,"Biryani, South Indian, North Indian, Chinese, Mughlai",,950,,Dine-out,Brigade Road,Brigade Road
"Near Madurai Idly, SGR Dental College Road, CKB Layout, Chandra Layout, Marathahalli, Bengalore",9 Bowls,Yes,No,,3.7,0,Marathahalli,,Quick Bites,,,"Healthy Food, Continental, North Indian, Chinese",,500,,Delivery,Bellandur,Bellandur
"36, Vittal Mallya Road, Lavelle Road, Bangalore",Bootlegger,No,No,4.1/5,4.1,1543,Lavelle Road,,Pub,,"Beer, Cocktails, Beef Steak, Beef Chilli, Nachos, Pasta, Pizza","Continental, Steak",,"1,200",,Dine-out,Church Street,Church Street
"143, Munireddy Kalyana Mantapa Road, Koramangala 5th Block, Bangalore",Thalassery Restaurant,Yes,No,3.6/5,3.6,382,Koramangala 5th Block,,Casual Dining,,"Tea, Fish, Thalassery Biryani, Garlic Naan, Chicken Curry, Ghee Rice, Sea Food","Kerala, Biryani, South Indian, North Indian, Chinese, Seafood, Juices",,600,,Delivery,BTM,Btm
"La Marvella Hotel, 1, 14th Cross, South End Circle, 2nd Block, Jayanagar, Bangalore",21 C - La Marvella Sarovar Premiere Hotel,No,No,3.6/5,3.6,15,Jayanagar,,Casual Dining,,,Continental,,"1,000",,Dine-out,Basavanagudi,Basavanagudi
"Conrad Bengaluru, Kensington Road, Ulsoor, Bangalore",The Lobby Brew - Conrad Bengaluru,No,Yes,3.8/5,3.8,25,Ulsoor,,Cafe,,,"Cafe, North Indian, Fast Food",,"2,200",,Dine-out,Church Street,Church Street
"No 32 2nd floor 18th main 15th cross 2nd phase, JP Nagar, Bangalore",Hotel Ambara,No,No,,3.7,0,JP Nagar,,Casual Dining,,,South Indian,,500,,Dine-out,Bannerghatta Road,Bannerghatta Road
"73, Opposite IIM Bannerghatta Road, Bangalore",Suchi Ruchi Veg & Non Veg Resturant,No,No,3.2/5,3.2,4,Bannerghatta Road,,Quick Bites,,,"South Indian, North Indian",,400,,Dine-out,Bannerghatta Road,Bannerghatta Road
"1763, Near Swathi Nursing Home, 14th Main Road, 1st Stage, Kumaraswamy Layout, Bangalore",Olive - Era,Yes,No,3.3/5,3.3,511,Kumaraswamy Layout,,Casual Dining,,"Shawarma, Biryani, Bbq Chicken, Chicken Grill, Raita","BBQ, Arabian, Rolls, Chinese, North Indian, Juices, Kebab, Desserts",,550,,Delivery,Banashankari,Banashankari
"G8/9/10, Ashoka Plaza, Kamaraj Road, Commercial Street, Bangalore",The Chocolate Heaven,No,No,NEW,3.7,0,Commercial Street,,"Dessert Parlor, Cafe",,,"Desserts, Cafe",,600,,Cafes,Brigade Road,Brigade Road
"85/1, Dr DVG Road, Near National College, Opp. Sashi Arcade, Basavanagudi, Bangalore",Mahalaxmi Tiffin Room,No,No,4.1/5,4.1,177,Basavanagudi,,Quick Bites,,"Filter Coffee, Rava Idli, Kali Dosa, Carrot Halwa, Idli Vada, Vada Sambar, Bonda",South Indian,,100,,Dine-out,Banashankari,Banashankari
"117, Govindadappa Road, Gandhi Bazar, Basavangudi, Bangalore",Sri Sai Cafe,Yes,No,3.5/5,3.5,10,Basavanagudi,,Quick Bites,,,South Indian,,200,,Delivery,Basavanagudi,Basavanagudi
"1/A, 3rd Main, 7th Cross, Kattebalag, Narasimharaja Colony, Basavanagudi, Bangalore",Cake Art,No,No,3.5/5,3.5,15,Basavanagudi,,"Bakery, Quick Bites",,,Bakery,,400,,Delivery,Banashankari,Banashankari
"31454, Doddakammanahalli Main Road, Central Excise Layout, Phase 2, Tejaswini Nagar, Bengaluru",Babu Moshai,Yes,No,3.0/5,3,43,Bannerghatta Road,,Quick Bites,,,"Fast Food, Bengali",,500,,Dine-out,Bannerghatta Road,Bannerghatta Road
"6, Abbiah Layout KC Halli Main Road, Bommanahalli, Bangalore",Papa Khan Rasoi,No,No,,3.7,0,,,,,,,,,,Delivery,BTM,Btm
"JW Marriott, 24/1, Vittal Mallya Road, Lavelle Road, Bangalore",JW Kitchen - JW Marriott Bengaluru,No,Yes,4.4/5,4.4,2119,Lavelle Road,,Fine Dining,,"Pasta, Breakfast Buffet, Lasagne, Salads, Chocolate Cake, Chicken Soup, Seafood Salad","North Indian, Continental, Italian",,"2,200",,Dine-out,Church Street,Church Street
"855/A, 5th A Cross,10th Main Road, Srinivasanagar, Towords Maruthi Circle, Banashankari, Bangalore",Bhattara Bhojana,Yes,No,3.6/5,3.6,66,Banashankari,,Quick Bites,,,South Indian,,150,,Dine-out,Banashankari,Banashankari
"524, 17th E Main, KHB Block, KHB Colony, Koramangala 5th Block, Bangalore",Uday Sweets,Yes,No,3.8/5,3.8,33,Koramangala 5th Block,,Sweet Shop,,"Samosa, Poha, Rasgulla, Kachori","Mithai, Fast Food",,250,,Delivery,BTM,Btm
"765, 1st Floor, 1st Main, Domlur Layout, Domlur, Bangalore",Kerala Pavilion,Yes,No,3.9/5,3.9,302,Domlur,,Quick Bites,,"Fish Curry, Roast Chicken, Kerala Parotta, Appam, Mutton Pepper Fry, Sea Food, Ghee Rice","Kerala, South Indian, Seafood, Biryani",,300,,Delivery,Brigade Road,Brigade Road
"1065, 13th Cross, 6th Main, Kodichikanahalli, Vijay Bank Colony, Bannerghatta Road, Bangalore",Multi Cakes,No,No,3.0/5,3,9,Bannerghatta Road,,Bakery,,,"Bakery, Desserts",,200,,Delivery,Bannerghatta Road,Bannerghatta Road
"309, VMR Complex, Opposite SKR Convention Hall, Kundanahalli Gate, Brookefield, Bangalore",Kalinga Delicacies Restaurant,Yes,No,3.1/5,3.1,11,Brookefield,,Casual Dining,,,"North Indian, Bengali, Oriya",,400,,Delivery,Brookefield,Brookefield
"137, 1st - A- Cross Road, Koramangala 5th Block, Bangalore",Cafe Graffiters,Yes,No,3.8/5,3.8,22,Koramangala 5th Block,,Cafe,,,"Cafe, Continental, Beverages",,600,,Cafes,BTM,Btm
"21/22, 22nd Cross, 3rd Block, Jayanagar, Bangalore",Nagarjuna Chimney,No,No,4.0/5,4,920,Jayanagar,,Casual Dining,,"Chicken Biryani, Andhra Meal, Pepper Chicken, Andhra Thali, Chilli Chicken, Murgh Ghee Roast, Vegetable Biryani","Andhra, Biryani",,600,,Delivery,Basavanagudi,Basavanagudi
"Hosapalya, HSR, Bangalore",Crunch Pizzas,Yes,No,2.6/5,2.6,54,HSR,,Delivery,,,"Italian, Pizza",,600,,Delivery,BTM,Btm
"595, Ground Floor, Kundalahalli, Varthur Hobli Mahadevpura, Marathahalli, Bangalore",PK Dhaba,Yes,No,NEW,3.7,0,Marathahalli,,Dhaba,,,"North Indian, Fast Food, Beverages",,250,,Delivery,Brookefield,Brookefield
"27, 80 Feet Road, Srinivasnagar, Banashankari, Bangalore",Cakes & Slices,No,No,3.5/5,3.5,13,Banashankari,,Bakery,,,"Bakery, Desserts",,300,,Desserts,Basavanagudi,Basavanagudi
"Shop 320/321, Spice Garden Layout, Lakshminarayana Pura, Varthur Main Road, Whitefield, Bengaluru",Namma Madurai,Yes,No,3.6/5,3.6,20,"Varthur Main Road, Whitefield",,Quick Bites,,,South Indian,,200,,Dine-out,Brookefield,Brookefield
"JW Marriott, 24/1, Vittal Mallya Road, Lavelle Road, Bangalore",JW Kitchen - JW Marriott Bengaluru,No,Yes,4.4/5,4.4,2111,Lavelle Road,,Fine Dining,,"Pasta, Breakfast Buffet, Lasagne, Salads, Chocolate Cake, Chicken Soup, Seafood Salad","North Indian, Continental, Italian",,"2,200",,Buffet,Brigade Road,Brigade Road
"18th Main, Opposite Canara Bank, 2nd Stage, BTM, Bangalore",Coco Barista,Yes,No,3.7 /5,3.7,18,BTM,,Cafe,,,"Cafe, Burger, Rolls, Beverages",,400,,Desserts,BTM,Btm
"1318, Near Bangalore Central, 2nd Phase, JP Nagar, Bangalore",D View Cafe,Yes,No,4.0/5,4,508,JP Nagar,,"Cafe, Quick Bites",,"Chicken Lollipop, Dragon Rolls, Pasta Alfredo, Chicken Pakora, Burgers, Cappuccino, Chicken Wings","Cafe, Italian, Chinese, Beverages",,"1,000",,Cafes,BTM,Btm
"2A & 3, 15th Cross Rd, Below Zolo Stays Utopia, Green Garden Layout, Munnekollal, Marathahalli, Bangalore",HOMMS,Yes,No,4.5/5,4.5,224,Marathahalli,,Quick Bites,,"Tandoori Momos, Pasta, Afghani Momos, Chicken Wings, Roasted Chilli","Chinese, Beverages, Momos, Thai",,300,,Delivery,Brookefield,Brookefield
"B/1, Beside Airtel Office, Ground Floor, KEB Colony, Bannerghatta Road, Bengaluru",Wellness Cafe,No,No,,3.7,0,Bannerghatta Road,,Cafe,,,"Cafe, Healthy Food",,400,,Delivery,BTM,Btm
"346, A, B Block, AECS Layout, Brookefield, Bangalore",Momo Mania,Yes,No,3.9/5,3.9,26,Brookefield,,Quick Bites,,,"Momos, Fast Food",,300,,Dine-out,Brookefield,Brookefield
"67, Kanasu Complex, Kubirmutt Road, Hunumathathangar, Basavanagudi, Bangalore",Chinese Kitchen,Yes,No,3.8/5,3.8,58,Basavanagudi,,Quick Bites,,,Chinese,,150,,Delivery,Banashankari,Banashankari
"28, 8th Cross, Vasanth Nagar, Bangalore",Little Paramount Restaurants,No,No,3.6/5,3.6,32,Vasanth Nagar,,Quick Bites,,,"Mughlai, North Indian",,400,,Dine-out,Church Street,Church Street
"L1-02, Splendid Plaza, Number 63, 5th A Block, 100 Feet Road, Koramangala 5th Block, Bangalore",Kanha's Kafe,No,No,3.5/5,3.5,12,Koramangala 5th Block,,Quick Bites,,,"Awadhi, Bihari, Fast Food, Ice Cream, Mithai",,200,,Dine-out,BTM,Btm
"135, Residency Road, Bangalore",Amnesia - The Poolside Bar,No,No,3.7/5,3.7,15,Residency Road,,"Casual Dining, Bar",,,"North Indian, Chinese, Continental",,"2,000",,Pubs and bars,Church Street,Church Street
"1206, 1st Floor, 1st Cross, Tavarakere Extension, Maruthi Nagar, BTM 1st Stage, BTM, Bangalore",Rayalaseema Ruchulu,Yes,No,,3.7,0,BTM,,Casual Dining,,,"Andhra, North Indian",,700,,Dine-out,BTM,Btm
"Lemon Tree Hotel, 55 A, Hosur Main Road, Phase I, Electronic City, Bangalore",Citrus Cafe - Lemon Tree Hotel,No,Yes,3.9/5,3.9,285,Electronic City,,Fine Dining,,"Fish, Burgers, Omelette, Pasta, Salads, Dal Makhani, Breakfast Buffet","North Indian, Continental, South Indian",,"2,200",,Buffet,Electronic City,Electronic City
"1111, Near KIMS, 30th Main Road, Siddanna Layout, Stage 2, Banashankari, Bangalore",Namma Biryani,Yes,No,3.6/5,3.6,24,Banashankari,,Quick Bites,,,"Biryani, Chinese, North Indian",,250,,Dine-out,Banashankari,Banashankari
"Royal Meenakshi Mall, Hulimavu, Bannerghatta Road, Bangalore",Chai Point,Yes,No,3.6/5,3.6,132,Bannerghatta Road,,"Beverage Shop, Quick Bites",,"Ginger Tea, Ginger Chai, Banana Cake, Masala Chai, Egg Sandwich, Vada Pav","Tea, Beverages, Fast Food",,250,,Dine-out,Bannerghatta Road,Bannerghatta Road
"749, 7th Cross 14th Main, 2nd Stage, BTM, Bangalore",Aramane Donne Biriyani,Yes,No,3.9/5,3.9,191,BTM,,Quick Bites,,"Egg Biryani, Donne Biryani","Biryani, Fast Food",,300,,Delivery,BTM,Btm
"43, 44, 45, Opposite Space Centre, Brigade Road, Bangalore",McDonald's,Yes,No,3.7/5,3.7,184,Brigade Road,,Quick Bites,,"Burgers, Mc Spicy Chicken, Chicken Burger, Maharaja Mac","Burger, Fast Food",,500,,Delivery,Brigade Road,Brigade Road
"931, 2nd Stage, 4th Cross Road, BTM",Nellore Dosa Camp,No,No,3.3/5,3.3,5,BTM,,Quick Bites,,,"Andhra, South Indian",,70,,Dine-out,BTM,Btm
"433/30/1, 10th Main, 28th A cross, 4th Block, Jayanagar, Bangalore",Anda Ka Funda,Yes,No,3.4/5,3.4,89,Jayanagar,,Quick Bites,,,"North Indian, Chinese, Rolls",,250,,Dine-out,Basavanagudi,Basavanagudi
"14, St. Mark's Plaza, St. Marks Road, Bangalore",Northern Route,Yes,No,4.1/5,4.1,159,St. Marks Road,,Quick Bites,,"Paratha, Paneer Pakora, Chole Bhature, Rajma Chawal, Chaach, Lassi, Buttermilk","North Indian, Street Food",,300,,Delivery,Church Street,Church Street
"29,8th Main Road, Vasanth Nagar, Bangalore",Bismillah Ambur Biryani,No,No,,3.7,0,Vasanth Nagar,,Quick Bites,,,"Biryani, Fast Food",,300,,Dine-out,Church Street,Church Street
"45/12, 4th Cross, 10th Main, Gururaja Layout, Banashankari, Bangalore",The Big O Bakes,No,No,4.0/5,4,66,Banashankari,,Bakery,,,"Bakery, Desserts",,300,,Desserts,Basavanagudi,Basavanagudi
"203/103/60, Near Yelenahalli, Begur to koppa Road, Begur Hobli, Bannerghatta Road, Bangalore",Just Bake,No,No,,3.7,0,Bannerghatta Road,,Bakery,,,"Bakery, Desserts",,400,,Desserts,Bannerghatta Road,Bannerghatta Road
"77/1, Marathalli Outer Ring Road, Bellandur, Bangalore",Gowdaaa Mane Oota,No,No,3.4/5,3.4,7,Bellandur,,Quick Bites,,,South Indian,,200,,Dine-out,Bellandur,Bellandur
"23, Kanakapura Road, Near SRS Petrol Pump, Lalbagh West Gate, Basavanagudi, Bangalore",Cafe Aira,Yes,No,4.1/5,4.1,216,Basavanagudi,,Cafe,,"Pasta, Nachos, Jalapeno Poppers, Burrito Bowl, Ferrero Rocher Shake, Falafal Sandwich, Banana Waffles","Cafe, Continental, Beverages, Desserts",,500,,Delivery,Basavanagudi,Basavanagudi
"163, Shreyas Arcade, Green Glen Layout, Bellandur, Bangalore",Shree Khana Khazana,Yes,No,4.2/5,4.2,166,Bellandur,,Quick Bites,,"Thali, Lassi, Dal Bati Churma, Paratha, Buttermilk, Paneer Malai Kofta, Dal Tadka","North Indian, Chinese",,450,,Delivery,Bellandur,Bellandur
"49/1, 14th A Cross, 2nd Stage, Indiranagar, Bangalore",Pathy's Kitchen,Yes,No,3.5/5,3.5,21,Indiranagar,,Quick Bites,,,Andhra,,500,,Delivery,Brigade Road,Brigade Road
"35/1, Sunnyvale Meance Avenue, Near Ulsoor Lake and Lake Side Hospital, Ulsoor, Bangalore",Amma's Pastries,No,No,4.0/5,4,98,Ulsoor,,Dessert Parlor,,"Burgers, Cheesecake",Bakery,,400,,Desserts,Church Street,Church Street
"Near Tansi Honda, VR Royal Residency Building, Ramagondanahalli, Varthur Main Road, Whitefield",Hyderabad Cuisine,No,No,2.8/5,2.8,70,"Varthur Main Road, Whitefield",,Casual Dining,,"Kori Roti, Fish, Sea Food","Seafood, Biryani, Hyderabadi, North Indian",,650,,Dine-out,Brookefield,Brookefield
"1, Site 4, Arvind Avenue, Kundanhalli gate, Brookefield, Bangalore",Sai Foods,Yes,No,4.1/5,4.1,143,Brookefield,,Quick Bites,,"Paratha, Gulab Jamun, Thali, Lassi, Kheer, Roti, Palak Paneer",North Indian,,200,,Dine-out,Brookefield,Brookefield
"Radisson Blu, 1, Palace Road, Race Course Road, Bangalore",The Whiskey Bar,No,Yes,3.7/5,3.7,43,Race Course Road,,Bar,,,"Finger Food, North Indian",,"2,800",,Drinks & nightlife,Church Street,Church Street
"3/76, Shop 4, Shiva 2Nd Building, 1St Floor, Outer Ring Service Road, Opposite Kalamandir, Marathahalli, Bangalore",Indian Food,Yes,No,NEW,3.7,0,Marathahalli,,Quick Bites,,,"North Indian, South Indian",,200,,Delivery,Brookefield,Brookefield
"17, Gandhi Bazaar Main Road, Basavanagudi, Bangalore",Roti Ghar,Yes,No,3.9/5,3.9,750,Basavanagudi,,Casual Dining,,"Coffee, Spring Roll, Roti, Panneer Butter Masala, Noodles, Butter Naan, Masala Dosa","North Indian, Chinese, South Indian",,500,,Delivery,Banashankari,Banashankari
"Shop 50, Koramangala 5th Block, Bangalore",Smoke de Burger,Yes,No,3.6/5,3.6,36,Koramangala 5th Block,,Quick Bites,,,Fast Food,,300,,Delivery,BTM,Btm
"2454, 17th E Cross, 9th Main, 2nd Stage, Banashankari, Bangalore",Pizza Stop,Yes,No,3.0/5,3,87,Banashankari,,Quick Bites,,"Garlic Bread, Pasta, Nachos, Salsa, Thin Crust Pizza","Pizza, Italian",,600,,Dine-out,Banashankari,Banashankari
"294, 100 Feet Road, Next to Mane Thindi Hotel, Near Deve Gowda Petrol Bunk, 3rd Stage, Banashankri, Bangalore",Corner Stone,No,No,3.6/5,3.6,42,Banashankari,,"Beverage Shop, Quick Bites",,,"Beverages, Juices, Desserts, Italian",,300,,Dine-out,Banashankari,Banashankari
"5, 17th Main, 5th Cross, Behind Vijaya Enclave, Kodichickenahalli Road, Vijaya Bank Layout, Billekahalli, Bannerghatta Road, Bangalore",Dande's Hyderabad Biryani,Yes,No,3.8/5,3.8,207,Bannerghatta Road,,Casual Dining,,"Chicken Boneless Biryani, Lemon Chicken, Dum Biryani","Biryani, Andhra, North Indian",,700,,Delivery,Bannerghatta Road,Bannerghatta Road
"281, 2nd Floor, 15th Cross, 5th Phase, JP Nagar, Bangalore",Sattvam,No,No,4.3/5,4.3,353,JP Nagar,,Casual Dining,,"Noodles, Veg Buffet, Mango Juice, White Pasta, Panipuri, Thin Crust Pizza, Dal Makhani","North Indian, South Indian",,"1,200",,Buffet,Bannerghatta Road,Bannerghatta Road
"54/55, 3rd Cross, Omkar Nagar, Arekere Gate, Bannerghatta Road, Bangalore",Drunken Monkey,Yes,No,4.4/5,4.4,288,Bannerghatta Road,,"Beverage Shop, Quick Bites",,"Chicken Tikka Sandwich, Hot Chocolate Brownie, Red Velvet Shake, Chicken Sandwiches, French Fries, Cheese Sandwich, Irish Cream Coffee","Beverages, Fast Food",,400,,Dine-out,Bannerghatta Road,Bannerghatta Road
"Kitchens@Whitefield, 710, Thubarahalli, Varthur Main Road, Whitefield, Bangalore",Basmati's Briyani Nation,Yes,No,NEW,3.7,0,"Varthur Main Road, Whitefield",,"Takeaway, Delivery",,,"South Indian, Biryani",,350,,Delivery,Brookefield,Brookefield
"4, 39/1, St Mary's Building, 2nd Stage, Indiranagar, Bangalore",YumYumSouth,Yes,No,3.5/5,3.5,38,Indiranagar,,Delivery,,,South Indian,,600,,Delivery,Brigade Road,Brigade Road
"11, Owners Court Layout, Amrutha Collage Road, Kasavanahalli, Sarjapur Road",Court Cafe,Yes,No,,3.7,0,Sarjapur Road,,Quick Bites,,,"Fast Food, Beverages",,300,,Delivery,Bellandur,Bellandur
